,clave_ct,nom_turno,nombre_ct,domicilio,localidad_inegi,nombre_localidad,nombre_colonia,municipio,nombre_municipio,sostenimiento,nivel,programa,hombres_1!,mujeres_1!,total_1!,hombres_2!,mujeres_2!,total_2!,hombres_3!,mujeres_3!,total_3!,hombres_4!,mujeres_4!,total_4!,hombres_5!,mujeres_5!,total_5!,hombres_6!,mujeres_6!,total_6!,hombres_total,mujeres_total,matricula_total,docentes,grupos,docenete_educacion_fisica,docente_actividades_artisticas,docente_actividades_tecnonologicas,docente_de_idiomas,personal_de_administrativo_y_servicios,director_con_grupo,director_sin_grupo,total_de_personal
5140,14KJN1578I,MATUTINO,SAN JOSE DE LETRAS,CONOCIDO,29,SAN JOSE DE LETRAS (LETRAS),0,64,OJUELOS DE JALISCO,FEDERAL,PREESCOLAR,CONAFE,0,1,1,4,1,5,1,3,4,0,0,0,0,0,0,0,0,0,5,5,10,1,1,0,0,0,0,0,0,0,1
5141,14KJN1585S,MATUTINO,EL RODEO,CONOCIDO,149,RODEO,0,69,QUITUPAN,FEDERAL,PREESCOLAR,CONAFE,2,2,4,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,3,4,7,1,1,0,0,0,0,0,0,0,1
5142,14KJN1589O,MATUTINO,LOS LLANOS,CONOCIDO,88,LOS LLANOS,0,69,QUITUPAN,FEDERAL,PREESCOLAR,CONAFE,1,1,2,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,4,3,7,1,1,0,0,0,0,0,0,0,1
5143,14KJN1591C,MATUTINO,LA PRESA,CONOCIDO,162,LA PRESA,0,49,JILOTLAN DE LOS DOLORES,FEDERAL,PREESCOLAR,CONAFE,1,4,5,2,3,5,1,1,2,0,0,0,0,0,0,0,0,0,4,8,12,1,1,0,0,0,0,0,0,0,1
5144,14KJN1594Z,MATUTINO,LA PAROTA,CONOCIDO,473,LA PAROTA,0,49,JILOTLAN DE LOS DOLORES,FEDERAL,PREESCOLAR,CONAFE,0,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,4,1,1,0,0,0,0,0,0,0,1
5145,14KJN1597X,MATUTINO,SAN JUANICO DE ABAJO,CONOCIDO,44,SAN JUANICO DE ABAJO,0,116,VILLA HIDALGO,FEDERAL,PREESCOLAR,CONAFE,2,3,5,1,2,3,2,2,4,0,0,0,0,0,0,0,0,0,5,7,12,1,1,0,0,0,0,0,0,0,1
5146,14KJN1633L,MATUTINO,LA PARRITA,CONOCIDO,94,LA PARRITA,0,91,TEOCALTICHE,FEDERAL,PREESCOLAR,CONAFE,1,2,3,1,5,6,3,3,6,0,0,0,0,0,0,0,0,0,5,10,15,1,1,0,0,0,0,0,0,0,1
5147,14KJN1634K,MATUTINO,EL REFUGIO (LAS HURRACAS),CONOCIDO,336,EL REFUGIO (LAS URRACAS),0,91,TEOCALTICHE,FEDERAL,PREESCOLAR,CONAFE,2,2,4,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,3,5,8,1,1,0,0,0,0,0,0,0,1
5148,14KJN1653Z,MATUTINO,LAS TROJES,CONOCIDO,151,LAS TROJES,0,91,TEOCALTICHE,FEDERAL,PREESCOLAR,CONAFE,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0
5149,14KJN1655X,MATUTINO,CERRO DE LA CAMPANA,CONOCIDO,708,CERRO DE LA CAMPANA,0,93,TEPATITLAN DE MORELOS,FEDERAL,PREESCOLAR,CONAFE,1,1,2,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,4,3,7,1,1,0,0,0,0,0,0,0,1
5150,14KJN1656W,MATUTINO,EL CHILARILLO,CONOCIDO,19,EL CHILARILLO,0,116,VILLA HIDALGO,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0
5151,14KJN1657V,MATUTINO,SAN ISIDRO,CONOCIDO,120,SAN ISIDRO,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERAL,PREESCOLAR,CONAFE,4,2,6,5,3,8,1,1,2,0,0,0,0,0,0,0,0,0,10,6,16,1,1,0,0,0,0,0,0,0,1
5152,14KJN1660I,MATUTINO,MESA DE APOZOL,CONOCIDO,74,MESA DEL APOZOL,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERAL,PREESCOLAR,CONAFE,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0
5153,14KJN1661H,MATUTINO,EL ALGODON,CONOCIDO,109,EL ALGODON,0,20,CABO CORRIENTES,FEDERAL,PREESCOLAR,CONAFE,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0
5154,14KJN1663F,MATUTINO,SANTA CRUZ DE LAS FLORES,CONOCIDO,76,SANTA CRUZ DE LAS FLORES,0,71,SAN CRISTOBAL DE LA BARRANCA,FEDERAL,PREESCOLAR,CONAFE,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,0,0,0,0
5155,14KJN1664E,MATUTINO,LAS PUERTAS,CONOCIDO,217,LAS PUERTAS (PLAN DE CALDERON),0,124,ZAPOTLANEJO,FEDERAL,PREESCOLAR,CONAFE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
5156,14KJN1665D,MATUTINO,EL VENADO,CONOCIDO,196,EL VENADO,0,124,ZAPOTLANEJO,FEDERAL,PREESCOLAR,CONAFE,0,2,2,1,4,5,1,2,3,0,0,0,0,0,0,0,0,0,2,8,10,1,1,0,0,0,0,0,0,0,1
5157,14KJN1689N,MATUTINO,JAGUEY EL,CONOCIDO,63,EL JAG_EY,0,94,TEQUILA,FEDERAL,PREESCOLAR,CONAFE,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0
5158,14KJN1691B,MATUTINO,SANTA ANA  (LAS ANIMAS),CONOCIDO,141,SANTA ANA (LAS ANIMAS),0,94,TEQUILA,FEDERAL,PREESCOLAR,CONAFE,0,3,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,1,1,0,0,0,0,0,0,0,1
5159,14KJN1692A,MATUTINO,ASTILLERO,CONOCIDO,6,LA BODEGA (EL ASTILLERO),0,29,CUQUIO,FEDERAL,PREESCOLAR,CONAFE,0,1,1,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,3,5,1,1,0,0,0,0,0,0,0,1
5160,14KJN1694Z,MATUTINO,HACIENDA DEL LAZO,CONOCIDO,111,EL LAZO (EX-HACIENDA DE EL LAZO),0,120,ZAPOPAN,FEDERAL,PREESCOLAR,CONAFE,0,4,4,2,2,4,0,4,4,0,0,0,0,0,0,0,0,0,2,10,12,1,1,0,0,0,0,0,0,0,1
5161,14KJN1696X,MATUTINO,LOS PEREZ,CONOCIDO,304,LOS PEREZ,0,91,TEOCALTICHE,FEDERAL,PREESCOLAR,CONAFE,1,3,4,3,5,8,2,1,3,0,0,0,0,0,0,0,0,0,6,9,15,1,1,0,0,0,0,0,0,0,1
5162,14KJN1697W,MATUTINO,POTRERO DE LOS SANDOVALES,CONOCIDO,103,POTRERO DE LOS SANDOVALES,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERAL,PREESCOLAR,CONAFE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
5163,14KJN1698V,MATUTINO,SANTUARIO JESUS  (SANTUARIO),CONOCIDO,60,EL SANTUARIO (SANTUARIO DEL SAGRADO CORAZON),0,60,MEXTICACAN,FEDERAL,PREESCOLAR,CONAFE,0,0,0,3,1,4,0,3,3,0,0,0,0,0,0,0,0,0,3,4,7,1,1,0,0,0,0,0,0,0,1
5164,14KJN1700T,MATUTINO,COFRADIA LA,CONOCIDO,34,LA COFRADIA,0,91,TEOCALTICHE,FEDERAL,PREESCOLAR,CONAFE,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0
5165,14KJN1703Q,MATUTINO,PASTORES,CONOCIDO,67,PASTORES,0,125,SAN IGNACIO CERRO GORDO,FEDERAL,PREESCOLAR,CONAFE,5,2,7,2,4,6,5,2,7,0,0,0,0,0,0,0,0,0,12,8,20,1,1,0,0,0,0,0,0,0,1
5166,14KJN1545R,MATUTINO,LA PEA,CONOCIDO,111,LA PEA,0,69,QUITUPAN,FEDERAL,PREESCOLAR,CONAFE,0,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,0,0,0,1
5167,14KJN1704P,MATUTINO,SAGU EL,CONOCIDO,389,EL SAGU,0,87,TECALITLAN,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0
5168,14KCC0078R,MATUTINO,CIENEGA LA,CONOCIDO,332,LA CIENEGA,0,19,BOLAOS,FEDERAL,PREESCOLAR,CONAFE,2,0,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,3,2,5,1,1,0,0,0,0,0,0,0,1
5169,14KCC0079Q,MATUTINO,EL ESCONDIDO (EL MONTE),CONOCIDO,208,EL ESCONDIDO (EL MONTE),0,19,BOLAOS,FEDERAL,PREESCOLAR,CONAFE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
5170,14KJN1668A,MATUTINO,CERRO BLANCO DE FATIMA,CONOCIDO,235,CERRO BLANCO DE FATIMA,0,46,JALOSTOTITLAN,FEDERAL,PREESCOLAR,CONAFE,1,0,1,2,3,5,1,2,3,0,0,0,0,0,0,0,0,0,4,5,9,1,1,0,0,0,0,0,0,0,1
5171,14KJN1669Z,MATUTINO,LOS PORTALES,CONOCIDO,152,LOS PORTALES DE ARRIBA,0,46,JALOSTOTITLAN,FEDERAL,PREESCOLAR,CONAFE,1,1,2,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,3,5,1,1,0,0,0,0,0,0,0,1
5172,14KJN1671O,MATUTINO,LAS POMAS (LOS POMEZ),CONOCIDO,99,LAS POMAS (LAS POMEZ),0,48,JESUS MARIA,FEDERAL,PREESCOLAR,CONAFE,2,1,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,5,1,1,0,0,0,0,0,0,0,1
5173,14KJN1675K,MATUTINO,LA LABOR DE MONTOYA,CONOCIDO,67,LABOR DE MONTOYA,0,73,SAN JUAN DE LOS LAGOS,FEDERAL,PREESCOLAR,CONAFE,1,1,2,3,2,5,2,0,2,0,0,0,0,0,0,0,0,0,6,3,9,1,1,0,0,0,0,0,0,0,1
5174,14KJN1678H,MATUTINO,LAS PARRITAS,CONOCIDO,684,LAS PARRITAS,0,94,TEQUILA,FEDERAL,PREESCOLAR,CONAFE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
5175,14KJN1679G,MATUTINO,ESTANCIA DE ARRIBA LA,CONOCIDO,15,LA ESTANCIA DE ARRIBA,0,42,HUEJUQUILLA EL ALTO,FEDERAL,PREESCOLAR,CONAFE,0,3,3,2,0,2,3,1,4,0,0,0,0,0,0,0,0,0,5,4,9,1,1,0,0,0,0,0,0,0,1
5176,14KJN1681V,MATUTINO,SANTA LUCIA COFRADIA (SANTA LUCIA),CONOCIDO,74,SANTA LUCIA,0,104,TOTATICHE,FEDERAL,PREESCOLAR,CONAFE,3,2,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,7,1,1,0,0,0,0,0,0,0,1
5177,14KJN1683T,MATUTINO,VALLECITO,CONOCIDO,49,VALLECITO,0,42,HUEJUQUILLA EL ALTO,FEDERAL,PREESCOLAR,CONAFE,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,0,0,0,0,0,1
5178,14KJN1686Q,MATUTINO,SALITRE DE ABAJO,CONOCIDO,37,SALITRE DE ABAJO,0,42,HUEJUQUILLA EL ALTO,FEDERAL,PREESCOLAR,CONAFE,1,0,1,1,2,3,0,2,2,0,0,0,0,0,0,0,0,0,2,4,6,1,1,0,0,0,0,0,0,0,1
5179,14KJN1706N,MATUTINO,COCOYUL EL,CONOCIDO,581,COCOYUL,0,87,TECALITLAN,FEDERAL,PREESCOLAR,CONAFE,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0
5180,14KJN1709K,MATUTINO,CUMBRE DE GUADALUPE LA,CONOCIDO,271,LA CUMBRE DE GPE. (LA C. DE LOS ARRASTRADOS),0,84,TALPA DE ALLENDE,FEDERAL,PREESCOLAR,CONAFE,0,1,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,3,2,5,1,1,0,0,0,0,0,0,0,1
5181,14KJN1710Z,MATUTINO,PALMAR DE LOS CAMBEROS EL,CONOCIDO,16,PALMAR DE LOS CAMBEROS,0,106,TUXCACUESCO,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0
5182,14KJN1711Z,MATUTINO,SANTA GERTRUDIS,CONOCIDO,145,SANTA GERTRUDIS,0,100,TOMATLAN,FEDERAL,PREESCOLAR,CONAFE,2,1,3,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,2,7,9,1,1,0,0,0,0,0,0,0,1
5183,14KJN1715V,MATUTINO,NORIA LA (RANCHO LA NORIA DE LAS VUELTAS),CONOCIDO,61,LA NORIA (LAS NORIAS DE LAS VUELTAS),0,109,UNION DE SAN ANTONIO,FEDERAL,PREESCOLAR,CONAFE,0,6,6,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,8,9,1,1,0,0,0,0,0,0,0,1
5184,14KJN1716U,MATUTINO,CHURINTZIO (CHURITNCIO),CONOCIDO,27,CHURINTZIO,0,109,UNION DE SAN ANTONIO,FEDERAL,PREESCOLAR,CONAFE,5,1,6,1,3,4,3,1,4,0,0,0,0,0,0,0,0,0,9,5,14,1,1,0,0,0,0,0,0,0,1
5185,14KJN1717T,MATUTINO,VIZCAINO,CONOCIDO,129,VIZCAINO,0,109,UNION DE SAN ANTONIO,FEDERAL,PREESCOLAR,CONAFE,1,0,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,3,3,6,1,1,0,0,0,0,0,0,0,1
5186,14KCA0005A,MATUTINO,CIRCO HERMANOS AYALA,CRISTOBAL COLON,1,CIUDAD GUZMAN,CONSTITUYENTES,23,ZAPOTLAN EL GRANDE,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,2,3,5,0,1,0,0,0,0,0,0,0,0
5187,14KJN1740U,MATUTINO,MESA DEL CAPULIN,CONOCIDO,234,MESA DEL CAPULIN,0,31,CHIMALTITAN,FEDERAL,PREESCOLAR,CONAFE,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0
5188,14KJN1743R,MATUTINO,LAGUNILLAS,CONOCIDO,28,LAGUNILLAS,0,6,AMECA,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,0,1,1,3,4,0,0,0,0,0,0,0,0,0,2,3,5,1,1,0,0,0,0,0,0,0,1
5189,14KJN1744Q,MATUTINO,LA CANTERA,CONOCIDO,74,LA CANTERA,0,5,AMATITAN,FEDERAL,PREESCOLAR,CONAFE,1,2,3,3,2,5,3,4,7,0,0,0,0,0,0,0,0,0,7,8,15,2,2,0,0,0,0,0,0,0,2
5190,14KJN1745P,MATUTINO,SANTA MARIA,CONOCIDO,120,SANTA MARIA,0,45,IXTLAHUACAN DEL RIO,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0
5191,14KJN1747N,MATUTINO,LLANO DE BAJARAS,CONOCIDO,49,EL LLANO DE BARAJAS,0,29,CUQUIO,FEDERAL,PREESCOLAR,CONAFE,0,1,1,4,0,4,1,1,2,0,0,0,0,0,0,0,0,0,5,2,7,1,1,0,0,0,0,0,0,0,1
5192,14KJN1748M,MATUTINO,RANCHO EL RODEO,CONOCIDO,122,RANCHO EL RODEO,0,71,SAN CRISTOBAL DE LA BARRANCA,FEDERAL,PREESCOLAR,CONAFE,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0
5193,14KJN1750A,MATUTINO,LA ESTANCIA,CONOCIDO,10,LA ESTANCIA,0,14,ATOYAC,FEDERAL,PREESCOLAR,CONAFE,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0
5194,14KJN1753Y,MATUTINO,LAGUNA PRIETA,CONOCIDO,683,LAGUNA PRIETA,0,93,TEPATITLAN DE MORELOS,FEDERAL,PREESCOLAR,CONAFE,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,3,5,1,1,0,0,0,0,0,0,0,1
5195,14KJN1754X,MATUTINO,LOS PEDERNALES,CONOCIDO,143,LOS PEDERNALES,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
5196,14KJN1755W,MATUTINO,TEPELTILTIC,CONOCIDO,65,TEPELTILTIC (TEPELTITIQUE),0,60,MEXTICACAN,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,0,0,0,0,0,1
5197,14KJN1756V,MATUTINO,CORRAL DE PIEDRA,CONOCIDO,352,CORRAL DE PIEDRA,0,73,SAN JUAN DE LOS LAGOS,FEDERAL,PREESCOLAR,CONAFE,1,3,4,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,3,4,7,1,1,0,0,0,0,0,0,0,1
5198,14KJN1757U,MATUTINO,EL OCOTE,CONOCIDO,208,EL OCOTE,0,73,SAN JUAN DE LOS LAGOS,FEDERAL,PREESCOLAR,CONAFE,2,1,3,2,1,3,1,2,3,0,0,0,0,0,0,0,0,0,5,4,9,1,1,0,0,0,0,0,0,0,1
5199,14KJN1758T,MATUTINO,PASO HONDO,CONOCIDO,181,PASO HONDO,0,73,SAN JUAN DE LOS LAGOS,FEDERAL,PREESCOLAR,CONAFE,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,0,0,0,0,0,1
5200,14KJN1759S,MATUTINO,CRUZ DE OROZCO,CONOCIDO,61,CRUZ DE OROZCO,0,78,SAN MIGUEL EL ALTO,FEDERAL,PREESCOLAR,CONAFE,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0
5201,14KJN1760H,MATUTINO,LA LOMA,CONOCIDO,241,LA LOMA,0,73,SAN JUAN DE LOS LAGOS,FEDERAL,PREESCOLAR,CONAFE,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0
5202,14KJN1761G,MATUTINO,TABLAS DE COYOTES,CONOCIDO,184,TABLAS DE COYOTES,0,124,ZAPOTLANEJO,FEDERAL,PREESCOLAR,CONAFE,1,1,2,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,4,3,7,1,1,0,0,0,0,0,0,0,1
5203,14KJN1763E,MATUTINO,LA SABINILLA,CONOCIDO,241,LA SABINILLA,0,13,ATOTONILCO EL ALTO,FEDERAL,PREESCOLAR,CONAFE,0,2,2,1,2,3,1,1,2,0,0,0,0,0,0,0,0,0,2,5,7,1,1,0,0,0,0,0,0,0,1
5204,14KJN1764D,MATUTINO,SAN JUANICO,CONOCIDO,84,SAN JUANICO,0,13,ATOTONILCO EL ALTO,FEDERAL,PREESCOLAR,CONAFE,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,1,0,0,0,0,0,0,0,1
5205,14KJN1765C,MATUTINO,LOS SAUCES,CONOCIDO,341,LOS SAUCES,0,93,TEPATITLAN DE MORELOS,FEDERAL,PREESCOLAR,CONAFE,1,0,1,1,0,1,4,2,6,0,0,0,0,0,0,0,0,0,6,2,8,1,1,0,0,0,0,0,0,0,1
5206,14KJN1766B,MATUTINO,EL POZO,CONOCIDO,129,EL POZO,0,69,QUITUPAN,FEDERAL,PREESCOLAR,CONAFE,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
5207,14KJN1767A,MATUTINO,EL VARAL,CONOCIDO,177,EL VARAL,0,87,TECALITLAN,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,3,1,4,0,1,0,0,0,0,0,0,0,0
5208,14KJN1768Z,MATUTINO,LAS MARAVILLAS,CONOCIDO,519,LAS MARAVILLAS,0,87,TECALITLAN,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0,0,0,0,0,0
5209,14KJN1769Z,MATUTINO,BUEN PAIS,CONOCIDO,7,BUEN PAIS,0,108,TUXPAN,FEDERAL,PREESCOLAR,CONAFE,2,2,4,2,3,5,2,1,3,0,0,0,0,0,0,0,0,0,6,6,12,1,1,0,0,0,0,0,0,0,1
5210,14KJN1770O,MATUTINO,PUENTE DE FATIMA,CONOCIDO,38,PUENTE DE FATIMA,0,65,PIHUAMO,FEDERAL,PREESCOLAR,CONAFE,1,3,4,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,5,8,1,1,0,0,0,0,0,0,0,1
5211,14KJN1773L,MATUTINO,TESCALAMA,CONOCIDO,233,TESCALAMA,0,84,TALPA DE ALLENDE,FEDERAL,PREESCOLAR,CONAFE,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,1,1,0,0,0,0,0,0,0,1
5212,14KJN1774K,MATUTINO,LA ESPERANZA,CONOCIDO,82,LA ESPERANZA,0,84,TALPA DE ALLENDE,FEDERAL,PREESCOLAR,CONAFE,4,1,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,1,0,0,0,0,0,0,0,0
5213,14KJN1775J,MATUTINO,NAVIDAD,CONOCIDO,117,NAVIDAD,0,58,MASCOTA,FEDERAL,PREESCOLAR,CONAFE,0,2,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,0,0,0,0,0,0,1
5214,14KJN1776I,MATUTINO,ALPIZAHUA,CONOCIDO,34,ALPIZAHUA,0,102,TONAYA,FEDERAL,PREESCOLAR,CONAFE,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0
5215,14KJN1778G,MATUTINO,GUASIMITAS,CONOCIDO,488,LAS GUASIMITAS,0,68,VILLA PURIFICACION,FEDERAL,PREESCOLAR,CONAFE,0,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0,0,0,0,0,0
5216,14KJN1779F,MATUTINO,LOPEZ MATEOS,CONOCIDO,230,LOPEZ MATEOS,0,100,TOMATLAN,FEDERAL,PREESCOLAR,CONAFE,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0
5217,14KJN1780V,MATUTINO,LA ARBOLEDA,CONOCIDO,127,LA ARBOLEDA,0,67,PUERTO VALLARTA,FEDERAL,PREESCOLAR,CONAFE,5,3,8,4,1,5,1,2,3,0,0,0,0,0,0,0,0,0,10,6,16,1,1,0,0,0,0,0,0,0,1
5218,14KJN1781U,MATUTINO,BENITO JUAREZ,CONOCIDO,217,BENITO JUAREZ (ADOLFO RUIZ CORTINES),0,100,TOMATLAN,FEDERAL,PREESCOLAR,CONAFE,0,1,1,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,4,1,5,1,1,0,0,0,0,0,0,0,1
5219,14KJN1783S,MATUTINO,MACAHUATITLAN,CONOCIDO,76,MACUAUTITLAN,0,100,TOMATLAN,FEDERAL,PREESCOLAR,CONAFE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
5220,14KJN1784R,MATUTINO,LOS OCOTES,CONOCIDO,174,LOS OCOTES (LA OCOTERA),0,27,CUAUTITLAN DE GARCIA BARRAGAN,FEDERAL,PREESCOLAR,CONAFE,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0
5221,14KJN1787O,MATUTINO,TEPOZAN DE MORENO,CONOCIDO,283,TEPOZAN DE MORENO (EL TEPOZAN),0,35,ENCARNACION DE DIAZ,FEDERAL,PREESCOLAR,CONAFE,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0
5222,14KJN1788N,MATUTINO,LAS PINTAS,CONOCIDO,64,LAS PINTAS,0,72,SAN DIEGO DE ALEJANDRIA,FEDERAL,PREESCOLAR,CONAFE,2,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,3,5,0,1,0,0,0,0,0,0,0,0
5223,14KJN1789M,MATUTINO,SALTILLO DE VELAZQUEZ,CONOCIDO,84,EL SALTILLO DE VELAZQUEZ,0,109,UNION DE SAN ANTONIO,FEDERAL,PREESCOLAR,CONAFE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
5224,14KJN1790B,MATUTINO,RIO DE LOS LOMELINES,CONOCIDO,218,RIO DE LOS LOMELINES (LA HACIENDITA),0,35,ENCARNACION DE DIAZ,FEDERAL,PREESCOLAR,CONAFE,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4,1,1,0,0,0,0,0,0,0,1
5225,14KJN1791A,MATUTINO,LLANOS DE BASILIO,CONOCIDO,419,LLANOS DE BASILIO,0,109,UNION DE SAN ANTONIO,FEDERAL,PREESCOLAR,CONAFE,2,2,4,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,5,4,9,1,1,0,0,0,0,0,0,0,1
5226,14KJN1792Z,MATUTINO,LA LADERA,CONOCIDO,110,LA LADERA,0,53,LAGOS DE MORENO,FEDERAL,PREESCOLAR,CONAFE,1,2,3,2,1,3,2,0,2,0,0,0,0,0,0,0,0,0,5,3,8,1,1,0,0,0,0,0,0,0,1
5227,14KJN1793Z,MATUTINO,EL JARAL,CONOCIDO,37,EL JARAL,0,109,UNION DE SAN ANTONIO,FEDERAL,PREESCOLAR,CONAFE,0,0,0,1,2,3,0,3,3,0,0,0,0,0,0,0,0,0,1,5,6,1,1,0,0,0,0,0,0,0,1
5228,14KJN1794Y,MATUTINO,EL MESONCITO,CONOCIDO,138,EL MESONCITO,0,53,LAGOS DE MORENO,FEDERAL,PREESCOLAR,CONAFE,0,1,1,3,2,5,1,1,2,0,0,0,0,0,0,0,0,0,4,4,8,1,1,0,0,0,0,0,0,0,1
